ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,PAN,PRI,PRD,MC,PVEM,MORENA,PT,QS,EMC,JBLL,RHR,LDBG,ATV,SSP,MRGH,SMG,PVEM-MORENA-PT,PVEM-MORENA,PVEM-PT,MORENA-PT,PAN-PRI-PRD,PAN-PRI,PAN-PRD,PRI-PRD,NO_REGISTRADAS,NULOS,TOTAL_VOTOS,LISTA_NOMINAL,OBSERVACIONES
22,QUERETARO,014,Queretaro,0539,04,C,00,NO URBANA,40,5,0,10,30,134,7,12,0,0,0,0,0,0,0,0,24,2,1,2,4,2,0,0,0,17,290,703,
22,QUERETARO,014,Queretaro,0539,01,E,00,NO URBANA,84,7,3,10,21,128,6,4,0,0,0,0,0,0,0,0,11,6,0,3,2,1,3,0,0,15,304,746,
22,QUERETARO,014,Queretaro,0539,01,E,00,NO URBANA,87,7,5,13,25,116,11,1,0,0,0,0,0,0,0,0,14,7,2,4,5,6,1,0,0,16,320,746,
22,QUERETARO,014,Queretaro,0540,01,B,00,NO URBANA,69,13,4,13,17,119,10,8,0,0,0,0,0,0,0,0,12,3,0,2,0,4,0,0,0,12,286,607,
22,QUERETARO,014,Queretaro,0540,01,C,00,NO URBANA,70,11,0,6,10,122,5,4,0,0,0,0,0,0,0,0,12,2,1,2,4,2,2,0,0,16,269,606,
22,QUERETARO,014,Queretaro,0540,02,C,00,NO URBANA,59,9,3,13,8,88,6,3,0,0,0,0,0,0,0,0,6,2,0,1,5,0,1,0,0,13,217,606,
22,QUERETARO,014,Queretaro,0540,03,C,00,NO URBANA,53,27,0,4,8,126,6,3,0,0,0,0,0,0,0,0,5,2,1,2,2,6,0,0,0,7,252,606,
22,QUERETARO,014,Queretaro,0540,04,C,00,NO URBANA,84,17,2,3,4,79,5,8,0,0,0,0,0,0,0,0,11,4,0,2,7,4,0,0,0,18,248,606,
22,QUERETARO,014,Queretaro,0542,01,B,00,URBANA,112,21,3,28,7,172,11,15,0,0,0,0,0,0,0,0,13,4,0,2,10,4,0,0,0,1,403,666,
22,QUERETARO,014,Queretaro,0542,01,C,00,URBANA,145,12,2,14,12,155,7,8,0,0,0,0,0,0,0,0,14,4,2,3,7,3,3,0,0,6,397,665,
22,QUERETARO,014,Queretaro,0542,02,C,00,URBANA,141,0,0,26,0,203,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,389,665,
22,QUERETARO,014,Queretaro,0544,01,B,00,URBANA,83,27,4,28,20,205,10,11,0,0,0,0,0,0,0,0,8,7,0,3,6,1,0,0,0,11,424,635,
22,QUERETARO,014,Queretaro,0544,01,C,00,URBANA,62,19,2,20,12,199,7,6,0,0,0,0,0,0,0,0,11,2,1,0,3,0,0,0,0,10,354,635,
22,QUERETARO,014,Queretaro,0544,02,C,00,URBANA,90,32,2,23,19,191,2,4,0,0,0,0,0,0,0,0,17,4,2,1,2,5,1,1,0,7,403,635,
22,QUERETARO,014,Queretaro,0544,03,C,00,URBANA,67,17,4,16,12,186,7,3,0,0,0,0,0,0,0,0,9,5,2,2,3,6,0,0,0,13,352,634,
22,QUERETARO,014,Queretaro,0549,01,B,00,NO URBANA,108,4,1,19,8,153,7,6,0,0,0,0,0,0,0,0,21,3,0,0,6,1,0,0,1,7,345,707,
22,QUERETARO,014,Queretaro,0549,01,C,00,NO URBANA,122,15,3,22,26,161,8,4,0,0,0,0,0,0,0,0,9,1,0,3,14,0,0,0,1,9,398,707,
22,QUERETARO,014,Queretaro,0549,02,C,00,NO URBANA,106,7,6,24,13,151,8,8,0,0,0,0,0,0,0,0,14,5,0,0,0,4,0,0,0,11,357,707,
22,QUERETARO,014,Queretaro,0549,03,C,00,NO URBANA,124,10,3,18,16,148,17,5,0,0,0,0,0,0,0,0,9,0,2,2,8,1,0,0,1,12,376,707,
22,QUERETARO,014,Queretaro,0549,04,C,00,NO URBANA,88,9,5,11,19,144,13,5,0,0,0,0,0,0,0,0,19,12,2,0,6,2,0,0,0,13,348,707,
22,QUERETARO,014,Queretaro,0549,05,C,00,NO URBANA,111,13,6,19,11,175,8,8,0,0,0,0,0,0,0,0,10,6,0,1,4,2,0,0,0,1,375,706,
22,QUERETARO,014,Queretaro,0549,06,C,00,NO URBANA,100,15,2,23,17,164,21,7,0,0,0,0,0,0,0,0,24,1,0,4,9,4,1,0,0,7,399,706,
22,QUERETARO,014,Queretaro,0549,07,C,00,NO URBANA,136,8,0,21,12,156,7,5,0,0,0,0,0,0,0,0,12,5,0,1,5,2,4,0,0,9,383,706,
22,QUERETARO,014,Queretaro,0549,01,S,00,NO URBANA,7,3,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20,0,
22,QUERETARO,014,Queretaro,0549,02,S,00,NO URBANA,7,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,
22,QUERETARO,014,Queretaro,0696,01,B,00,NO URBANA,68,12,4,14,15,189,14,14,0,0,0,0,0,0,0,0,24,5,1,0,11,0,0,0,0,10,381,705,
22,QUERETARO,014,Queretaro,0696,01,C,00,NO URBANA,84,12,3,11,23,167,11,6,0,0,0,0,0,0,0,0,27,0,0,0,12,0,0,0,0,8,364,705,
22,QUERETARO,014,Queretaro,0725,01,B,00,URBANA,193,11,2,33,13,143,10,16,0,0,0,0,0,0,0,0,7,3,0,2,24,1,0,0,2,7,467,722,
22,QUERETARO,014,Queretaro,0725,01,C,00,URBANA,209,13,6,29,10,131,6,12,0,0,0,0,0,0,0,0,15,5,0,0,17,2,0,0,1,8,464,722,
22,QUERETARO,014,Queretaro,0725,02,C,00,URBANA,181,11,7,30,10,138,8,13,0,0,0,0,0,0,0,0,14,2,3,2,13,3,2,0,0,4,441,721,
