#,CVE_ENTIDAD,ENTIDAD,CU_MUNICIPIO,MUNICIPIO,DF,DL,SECCION,LISTA_NOMINAL,VOTOS_EMITIDOS,PARTICIPACION,ABSTENCION,1ER_LUGAR,1ERO_VOTOS,PCN,DIF_VOTOS_2DO,DIF_PCN_2DO,2DO_LUGAR,2DO_VOTOS,PCN,DIF_VOTOS_3RO,DIF_PCN_3RO,3ER_LUGAR,3RO_VOTOS,PCN,1PP_MV,VOTOS,PCN,DIF_2DO,PCN,2PP_MV,VOTOS,PCN,DIF_3RO,PCN,3PP_MV,VOTOS,PCN,PAN,PCN,PRI,PCN,PRD,PCN,PVEM,PCN,PT,PCN,MC,PCN,NA,PCN,MORENA,PCN,ES,PCN,CQ,PCN,QI,PCN,MORENA-PT-PES,PCN,P_MORENA-PT,PCN,P_MORENA-PES,PCN,P_PT-PES,PCN,PRI-PVEM,PCN,CC_PAN-PRD-MC,PCN,P_PAN-PRD,PCN,P_PAN-MC,PCN,P_PRD-MC,PCN,CC2_PAN-PRD,PCN,OSM,PCN,JAAG,PCN,PTVF,PCN,ERA,PCN,NSS,PCN,MFELF,PCN,EHR,PCN,CNR,PCN,NULOS,PCN,TOT_VOTOS,VALIDACION
183,22,QUERETARO,6,EL MARQUÉS,5,12,184,"2,740","1,962",0.72,0.28,PAN,504,0.26,111,0.06,PRI,393,0.20,142,0.07,MORENA,251,0.13,PAN,504,0.26,111,0.06,PRI,393,0.20,142,0.07,MORENA,251,0.14,504,0.26,393,0.20,123,0.06,30,0.02,17,0.01,20,0.01,35,0.02,251,0.13,17,0.01,186,0,72,0.04,4,0.00,3,0.00,2,0.00,0,0.00,21,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,54,0.03,"1,959",100.00%
184,22,QUERETARO,6,EL MARQUÉS,5,12,185,"1,964","1,399",0.71,0.29,PAN,268,0.19,6,0.00,PRI,262,0.19,20,0.01,PTVF,242,0.17,PAN,268,0.19,6,0.00,PRI,262,0.19,20,0.01,PTVF,242,0.12,268,0.19,262,0.19,122,0.09,22,0.02,12,0.01,16,0.01,12,0.01,124,0.09,14,0.01,175,0,70,0.05,5,0.00,1,0.00,1,0.00,1,0.00,6,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0.00,0,0.00,0,0.00,1,0.00,45,0.03,"1,398",100.00%
185,22,QUERETARO,6,EL MARQUÉS,5,12,186,785,535,0.68,0.32,PRI,208,0.39,55,0.10,PAN,153,0.29,67,0.13,PRD,86,0.16,PRI,208,0.39,55,0.10,PAN,153,0.29,67,0.13,PRD,86,0.06,153,0.29,208,0.39,86,0.16,7,0.01,1,0.00,3,0.01,2,0.00,11,0.02,0,0.00,2,0,2,0.00,1,0.00,0,0.00,0,0.00,0,0.00,13,0.02,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,33,0.06,535,100.00%
186,22,QUERETARO,6,EL MARQUÉS,5,12,187,972,733,0.75,0.25,PAN,236,0.32,53,0.07,PRI,183,0.25,57,0.08,PRD,126,0.17,PAN,236,0.32,53,0.07,PRI,183,0.25,57,0.08,PRD,126,0.24,236,0.32,183,0.25,126,0.17,16,0.02,9,0.01,8,0.01,3,0.00,58,0.08,6,0.01,9,0,11,0.02,0,0.00,1,0.00,2,0.00,0,0.00,6,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,28,0.04,732,100.00%
187,22,QUERETARO,6,EL MARQUÉS,5,12,188,"3,216","2,152",0.67,0.33,PAN,731,0.34,82,0.04,PRI,649,0.30,358,0.17,PRD,291,0.14,PAN,731,0.34,82,0.04,PRI,649,0.30,358,0.17,PRD,291,0.40,731,0.34,649,0.30,291,0.14,34,0.02,24,0.01,12,0.01,12,0.01,107,0.05,16,0.01,2,0,5,0.00,3,0.00,1,0.00,1,0.00,5,0.00,21,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,88,0.04,"2,151",100.00%
188,22,QUERETARO,6,EL MARQUÉS,5,12,189,"2,659","1,948",0.73,0.27,PAN,708,0.36,112,0.06,PRI,596,0.31,441,0.23,MORENA,155,0.08,PAN,708,0.36,112,0.06,PRI,596,0.31,441,0.23,MORENA,155,0.07,708,0.36,596,0.31,131,0.07,46,0.02,29,0.01,16,0.01,19,0.01,155,0.08,30,0.02,5,0,7,0.00,4,0.00,0,0.00,0,0.00,0,0.00,19,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,85,0.04,"1,948",100.00%
189,22,QUERETARO,6,EL MARQUÉS,5,12,190,"2,929","2,077",0.71,0.29,PAN,637,0.31,4,0.00,PRI,633,0.30,359,0.17,PRD,274,0.13,PAN,637,0.31,4,0.00,PRI,633,0.30,359,0.17,PRD,274,0.14,637,0.31,633,0.30,274,0.13,42,0.02,30,0.01,14,0.01,7,0.00,169,0.08,11,0.01,2,0,19,0.01,6,0.00,2,0.00,1,0.00,3,0.00,29,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,102,0.05,"2,075",100.00%
190,22,QUERETARO,6,EL MARQUÉS,5,12,191,"3,387","2,424",0.72,0.28,PAN,707,0.29,22,0.01,PRI,685,0.28,397,0.16,PRD,288,0.12,PAN,707,0.29,22,0.01,PRI,685,0.28,397,0.16,PRD,288,0.14,707,0.29,685,0.28,288,0.12,47,0.02,26,0.01,22,0.01,20,0.01,237,0.10,27,0.01,9,0,18,0.01,3,0.00,1,0.00,1,0.00,1,0.00,40,0.02,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,114,0.05,"2,423",100.00%
191,22,QUERETARO,6,EL MARQUÉS,5,12,192,"2,811","1,993",0.71,0.29,PAN,675,0.34,148,0.07,PRI,527,0.26,174,0.09,PRD,353,0.18,PAN,675,0.34,148,0.07,PRI,527,0.26,174,0.09,PRD,353,0.15,675,0.34,527,0.26,353,0.18,35,0.02,16,0.01,21,0.01,12,0.01,74,0.04,29,0.01,6,0,31,0.02,3,0.00,1,0.00,0,0.00,8,0.00,32,0.02,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,113,0.06,"1,992",100.00%
192,22,QUERETARO,6,EL MARQUÉS,5,12,193,"1,665","1,070",0.64,0.36,PAN,319,0.30,2,0.00,PRI,317,0.30,111,0.10,PRD,206,0.19,PAN,319,0.30,2,0.00,PRI,317,0.30,111,0.10,PRD,206,0.10,319,0.30,317,0.30,206,0.19,11,0.01,11,0.01,6,0.01,9,0.01,73,0.07,4,0.00,23,0,12,0.01,2,0.00,0,0.00,1,0.00,0,0.00,16,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,34,0.03,"1,070",100.00%
193,22,QUERETARO,6,EL MARQUÉS,5,12,194,"1,541","1,052",0.68,0.32,PRI,296,0.28,14,0.01,PAN,282,0.27,97,0.09,PRD,185,0.18,PRI,296,0.28,14,0.01,PAN,282,0.27,97,0.09,PRD,185,0.17,282,0.27,296,0.28,185,0.18,15,0.01,24,0.02,13,0.01,9,0.01,57,0.05,8,0.01,0,0,15,0.01,3,0.00,0,0.00,0,0.00,0,0.00,10,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0.00,0,0.00,0,0.00,2,0.00,61,0.06,"1,052",100.00%
194,22,QUERETARO,6,EL MARQUÉS,5,12,195,"12,830","7,901",0.62,0.38,PAN,"2,404",0.30,432,0.05,MORENA,"1,972",0.25,647,0.08,PRI,"1,325",0.17,PAN,"2,404",0.30,432,0.05,MORENA,"1,972",0.25,647,0.08,PRI,"1,325",1.26,"2,404",0.30,1325,0.17,544,0.07,168,0.02,137,0.02,89,0.01,64,0.01,"1,972",0.25,116,0.01,57,0,179,0.02,53,0.01,7,0.00,8,0.00,2,0.00,64,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0.00,0,0.00,0,0.00,3,0.00,290,0.04,"7,894",100.00%
195,22,QUERETARO,6,EL MARQUÉS,5,12,196,"3,437","2,363",0.69,0.31,PRI,888,0.38,437,0.18,PRD,451,0.19,56,0.02,PAN,395,0.17,PRI,888,0.38,437,0.18,PRD,451,0.19,56,0.02,PAN,395,0.05,395,0.17,888,0.38,451,0.19,57,0.02,20,0.01,13,0.01,12,0.01,172,0.07,14,0.01,8,0,84,0.04,3,0.00,2,0.00,2,0.00,10,0.00,42,0.02,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,92,0.04,"2,361",100.00%
196,22,QUERETARO,6,EL MARQUÉS,5,12,197,"1,884","1,335",0.71,0.29,PRI,465,0.35,91,0.07,PAN,374,0.28,186,0.14,PRD,188,0.14,PRI,465,0.35,91,0.07,PAN,374,0.28,186,0.14,PRD,188,0.08,374,0.28,465,0.35,188,0.14,34,0.03,19,0.01,10,0.01,11,0.01,98,0.07,13,0.01,6,0,14,0.01,1,0.00,0,0.00,2,0.00,0,0.00,11,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,58,0.04,"1,335",100.00%
197,22,QUERETARO,6,EL MARQUÉS,5,12,198,"2,732","2,003",0.73,0.27,PRI,637,0.32,118,0.06,PAN,519,0.26,232,0.12,PRD,287,0.14,PRI,637,0.32,118,0.06,PAN,519,0.26,232,0.12,PRD,287,0.21,519,0.26,637,0.32,287,0.14,54,0.03,20,0.01,12,0.01,26,0.01,209,0.10,18,0.01,2,0,34,0.02,3,0.00,0,0.00,0,0.00,0,0.00,27,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,89,0.04,"2,003",100.00%
198,22,QUERETARO,6,EL MARQUÉS,5,12,199,"2,522","1,723",0.68,0.32,PAN,534,0.31,60,0.03,PRI,474,0.28,274,0.16,MORENA,200,0.12,PAN,534,0.31,60,0.03,PRI,474,0.28,274,0.16,MORENA,200,0.10,534,0.31,474,0.28,152,0.09,32,0.02,24,0.01,12,0.01,85,0.05,200,0.12,14,0.01,7,0,25,0.01,7,0.00,2,0.00,5,0.00,0,0.00,7,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,79,0.05,"1,721",100.00%
199,22,QUERETARO,6,EL MARQUÉS,5,12,200,"3,322","2,121",0.64,0.36,PRI,595,0.28,84,0.04,PAN,511,0.24,237,0.11,MORENA,274,0.13,PRI,595,0.28,84,0.04,PAN,511,0.24,237,0.11,MORENA,274,0.16,511,0.24,595,0.28,227,0.11,51,0.02,30,0.01,13,0.01,102,0.05,274,0.13,19,0.01,15,0,47,0.02,6,0.00,0,0.00,4,0.00,0,0.00,14,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,73,0.03,"2,121",100.00%
200,22,QUERETARO,6,EL MARQUÉS,5,12,201,"3,539","2,520",0.71,0.29,PRI,743,0.29,228,0.09,PAN,515,0.20,142,0.06,PRD,373,0.15,PRI,743,0.29,228,0.09,PAN,515,0.20,142,0.06,PRD,373,0.18,515,0.20,743,0.29,373,0.15,59,0.02,47,0.02,41,0.02,33,0.01,336,0.13,29,0.01,11,0,41,0.02,7,0.00,2,0.00,2,0.00,1,0.00,21,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0.00,0,0.00,0,0.00,1,0.00,107,0.04,"2,518",100.00%
201,22,QUERETARO,6,EL MARQUÉS,5,12,202,"9,961","5,172",0.52,0.48,MORENA,"1,397",0.27,445,0.09,PRI,952,0.18,88,0.02,PAN,864,0.17,MORENA,"1,397",0.27,445,0.09,PRI,952,0.18,88,0.02,PAN,864,0.34,864,0.17,952,0.18,514,0.10,137,0.03,130,0.03,62,0.01,107,0.02,"1,397",0.27,153,0.03,39,0,129,0.02,65,0.01,10,0.00,28,0.01,11,0.00,67,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0.00,0,0.00,0,0.00,5,0.00,210,0.04,"5,162",100.00%
202,22,QUERETARO,6,EL MARQUÉS,5,12,203,"6,681","3,985",0.60,0.40,PAN,973,0.24,85,0.02,PRI,888,0.22,34,0.01,MORENA,854,0.21,PAN,973,0.24,85,0.02,PRI,888,0.22,34,0.01,MORENA,854,0.17,973,0.24,888,0.22,233,0.06,106,0.03,46,0.01,62,0.02,220,0.06,854,0.21,62,0.02,19,0,72,0.02,22,0.01,11,0.00,7,0.00,2,0.00,38,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0.00,0,0.00,0,0.00,1,0.00,144,0.04,"3,974",100.00%
203,22,QUERETARO,6,EL MARQUÉS,5,12,204,"6,928","3,473",0.50,0.50,MORENA,891,0.26,50,0.01,PRI,841,0.24,178,0.05,PAN,663,0.19,MORENA,891,0.26,50,0.01,PRI,841,0.24,178,0.05,PAN,663,0.17,663,0.19,841,0.24,265,0.08,90,0.03,69,0.02,37,0.01,34,0.01,891,0.26,51,0.01,30,0,93,0.03,35,0.01,6,0.00,10,0.00,2,0.00,30,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0.00,0,0.00,0,0.00,1,0.00,124,0.04,"3,467",100.00%
204,22,QUERETARO,6,EL MARQUÉS,5,12,205,"8,117","4,915",0.61,0.39,MORENA,"1,533",0.31,437,0.09,PAN,"1,096",0.22,135,0.03,PRI,961,0.20,MORENA,"1,533",0.31,437,0.09,PAN,"1,096",0.22,135,0.03,PRI,961,0.28,"1,096",0.22,961,0.20,186,0.04,139,0.03,83,0.02,84,0.02,74,0.02,"1,533",0.31,75,0.02,30,0,91,0.02,60,0.01,8,0.00,14,0.00,15,0.00,31,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0.00,0,0.00,0,0.00,2,0.00,161,0.03,"4,907",100.00%
205,22,QUERETARO,6,EL MARQUÉS,5,12,206,"1,845","1,718",0.93,0.07,PRI,531,0.31,229,0.13,MC,302,0.18,23,0.01,MORENA,279,0.16,PRI,531,0.31,229,0.13,MC,302,0.18,23,0.01,MORENA,279,0.06,214,0.12,531,0.31,108,0.06,27,0.02,26,0.02,302,0.18,21,0.01,279,0.16,17,0.01,7,0,38,0.02,12,0.01,1,0.00,2,0.00,0,0.00,22,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0.00,0,0.00,0,0.00,1,0.00,70,0.04,"1,717",100.00%
206,22,QUERETARO,6,EL MARQUÉS,5,12,207,"2,544","1,603",0.63,0.37,PRI,437,0.27,47,0.03,MC,390,0.24,130,0.08,MORENA,260,0.16,PRI,437,0.27,47,0.03,MC,390,0.24,130,0.08,MORENA,260,0.15,193,0.12,437,0.27,108,0.07,21,0.01,22,0.01,390,0.24,23,0.01,260,0.16,15,0.01,1,0,23,0.01,9,0.01,1,0.00,1,0.00,0,0.00,7,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0.00,0,0.00,0,0.00,2,0.00,54,0.03,"1,602",100.00%
207,22,QUERETARO,6,EL MARQUÉS,5,12,208,"2,700","1,894",0.70,0.30,PRI,548,0.29,101,0.05,PAN,447,0.24,224,0.12,PRD,223,0.12,PRI,548,0.29,101,0.05,PAN,447,0.24,224,0.12,PRD,223,0.14,447,0.24,548,0.29,223,0.12,40,0.02,30,0.02,52,0.03,30,0.02,217,0.11,16,0.01,2,0,45,0.02,10,0.01,3,0.00,2,0.00,1,0.00,21,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0.00,0,0.00,0,0.00,2,0.00,71,0.04,"1,891",100.00%
208,22,QUERETARO,6,EL MARQUÉS,5,12,209,"1,832","1,276",0.70,0.30,PRI,469,0.37,178,0.14,PAN,291,0.23,149,0.12,MORENA,142,0.11,PRI,469,0.37,178,0.14,PAN,291,0.23,149,0.12,MORENA,142,0.07,291,0.23,469,0.37,128,0.10,26,0.02,15,0.01,47,0.04,8,0.01,142,0.11,4,0.00,2,0,24,0.02,4,0.00,1,0.00,1,0.00,1,0.00,20,0.02,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,44,0.03,"1,275",100.00%
209,22,QUERETARO,11,PEDRO ESCOBEDO,5,10,210,"1,887","1,271",0.67,0.33,PRI,335,0.26,33,0.03,PAN,302,0.24,72,0.06,MORENA,230,0.18,PRI,335,0.26,33,0.03,PAN,302,0.24,72,0.06,MORENA,230,0.18,302,0.24,335,0.26,36,0.03,36,0.03,25,0.02,7,0.01,84,0.07,230,0.18,10,0.01,40,0,70,0.06,7,0.01,4,0.00,2,0.00,0,0.00,15,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,2,0.00,66,0.05,"1,267",100.00%
210,22,QUERETARO,11,PEDRO ESCOBEDO,5,10,211,"1,356","1,007",0.74,0.26,PAN,268,0.27,39,0.04,PRI,229,0.23,43,0.04,MORENA,186,0.18,PAN,268,0.27,39,0.04,PRI,229,0.23,43,0.04,MORENA,186,0.15,268,0.27,229,0.23,36,0.04,29,0.03,23,0.02,16,0.02,51,0.05,186,0.18,13,0.01,30,0,56,0.06,6,0.01,0,0.00,4,0.00,0,0.00,7,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,1,0.00,52,0.05,"1,007",100.00%
211,22,QUERETARO,11,PEDRO ESCOBEDO,5,10,212,"3,006","2,097",0.70,0.30,PAN,527,0.25,110,0.05,PRI,417,0.20,8,0.00,MORENA,409,0.20,PAN,527,0.25,110,0.05,PRI,417,0.20,8,0.00,MORENA,409,0.41,527,0.25,417,0.20,92,0.04,64,0.03,52,0.02,34,0.02,121,0.06,409,0.20,43,0.02,67,0,133,0.06,14,0.01,3,0.00,6,0.00,10,0.00,12,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,93,0.04,"2,094",100.00%
212,22,QUERETARO,11,PEDRO ESCOBEDO,5,10,213,"1,729","1,244",0.72,0.28,PAN,357,0.29,108,0.09,MORENA,249,0.20,27,0.02,PRI,222,0.18,PAN,357,0.29,108,0.09,MORENA,249,0.20,27,0.02,PRI,222,0.11,357,0.29,222,0.18,75,0.06,24,0.02,48,0.04,9,0.01,63,0.05,249,0.20,23,0.02,33,0,54,0.04,4,0.00,2,0.00,3,0.00,0,0.00,9,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,69,0.06,"1,242",100.00%
213,22,QUERETARO,11,PEDRO ESCOBEDO,5,10,214,"2,747","1,693",0.62,0.38,MORENA,418,0.25,60,0.04,PRI,358,0.21,11,0.01,PAN,347,0.20,MORENA,418,0.25,60,0.04,PRI,358,0.21,11,0.01,PAN,347,0.28,347,0.20,358,0.21,50,0.03,50,0.03,55,0.03,18,0.01,75,0.04,418,0.25,39,0.02,49,0,95,0.06,19,0.01,2,0.00,7,0.00,1,0.00,15,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,95,0.06,"1,691",100.00%
214,22,QUERETARO,11,PEDRO ESCOBEDO,5,10,215,"1,901","1,292",0.68,0.32,PAN,486,0.38,270,0.21,PRI,216,0.17,58,0.04,MORENA,158,0.12,PAN,486,0.38,270,0.21,PRI,216,0.17,58,0.04,MORENA,158,0.09,486,0.38,216,0.17,54,0.04,38,0.03,58,0.04,14,0.01,75,0.06,158,0.12,22,0.02,28,0,65,0.05,3,0.00,0,0.00,2,0.00,1,0.00,6,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,1,0.00,65,0.05,"1,292",100.00%
215,22,QUERETARO,11,PEDRO ESCOBEDO,5,10,216,"2,473","1,694",0.68,0.32,PAN,464,0.27,149,0.09,MORENA,315,0.19,96,0.06,PRI,219,0.13,PAN,464,0.27,149,0.09,MORENA,315,0.19,96,0.06,PRI,219,0.17,464,0.27,219,0.13,107,0.06,81,0.05,80,0.05,17,0.01,68,0.04,315,0.19,43,0.03,73,0,120,0.07,11,0.01,5,0.00,0,0.00,0,0.00,4,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,2,0.00,85,0.05,"1,689",100.00%
216,22,QUERETARO,11,PEDRO ESCOBEDO,5,10,217,"2,070","1,380",0.67,0.33,PAN,417,0.30,144,0.10,MORENA,273,0.20,66,0.05,PRI,207,0.15,PAN,417,0.30,144,0.10,MORENA,273,0.20,66,0.05,PRI,207,0.12,417,0.30,207,0.15,51,0.04,56,0.04,65,0.05,11,0.01,85,0.06,273,0.20,23,0.02,18,0,77,0.06,13,0.01,5,0.00,0,0.00,0,0.00,14,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,65,0.05,"1,375",100.00%
217,22,QUERETARO,11,PEDRO ESCOBEDO,5,10,218,"1,461",958,0.66,0.34,PAN,273,0.28,92,0.10,PRI,181,0.19,2,0.00,MORENA,179,0.19,PAN,273,0.28,92,0.10,PRI,181,0.19,2,0.00,MORENA,179,0.13,273,0.28,181,0.19,23,0.02,38,0.04,45,0.05,14,0.01,51,0.05,179,0.19,20,0.02,21,0,47,0.05,20,0.02,2,0.00,4,0.00,0,0.00,4,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,36,0.04,956,100.00%
218,22,QUERETARO,11,PEDRO ESCOBEDO,5,10,219,"1,697","1,273",0.75,0.25,CQ,304,0.24,47,0.04,PRI,257,0.20,1,0.00,PAN,256,0.20,CQ,304,0.24,47,0.04,PRI,257,0.20,1,0.00,PAN,256,0.27,256,0.20,257,0.20,34,0.03,30,0.02,45,0.04,11,0.01,41,0.03,189,0.15,21,0.02,304,0,18,0.01,8,0.01,2,0.00,2,0.00,0,0.00,6,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,1,0.00,48,0.04,"1,271",100.00%
219,22,QUERETARO,11,PEDRO ESCOBEDO,5,10,220,"1,847","1,215",0.66,0.34,MORENA,340,0.28,112,0.09,PAN,228,0.19,75,0.06,PRI,153,0.13,MORENA,340,0.28,112,0.09,PAN,228,0.19,75,0.06,PRI,153,0.12,228,0.19,153,0.13,30,0.02,29,0.02,61,0.05,12,0.01,152,0.13,340,0.28,20,0.02,46,0,64,0.05,14,0.01,0,0.00,2,0.00,0,0.00,8,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,1,0.00,55,0.05,"1,215",100.00%
220,22,QUERETARO,11,PEDRO ESCOBEDO,5,10,221,"2,124","1,446",0.68,0.32,PAN,371,0.26,70,0.05,MORENA,301,0.21,44,0.03,PRI,257,0.18,PAN,371,0.26,70,0.05,MORENA,301,0.21,44,0.03,PRI,257,0.21,371,0.26,257,0.18,25,0.02,23,0.02,90,0.06,16,0.01,127,0.09,301,0.21,30,0.02,31,0,70,0.05,16,0.01,6,0.00,3,0.00,1,0.00,23,0.02,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,56,0.04,"1,440",100.00%
221,22,QUERETARO,11,PEDRO ESCOBEDO,5,10,222,"2,867","1,915",0.67,0.33,PAN,574,0.30,189,0.10,PRI,385,0.20,74,0.04,MORENA,311,0.16,PAN,574,0.30,189,0.10,PRI,385,0.20,74,0.04,MORENA,311,0.22,574,0.30,385,0.20,48,0.03,68,0.04,42,0.02,13,0.01,71,0.04,311,0.16,30,0.02,24,0,244,0.13,9,0.00,3,0.00,6,0.00,1,0.00,8,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,1,0.00,77,0.04,"1,912",100.00%
222,22,QUERETARO,11,PEDRO ESCOBEDO,5,10,223,"2,061","1,547",0.75,0.25,PAN,415,0.27,134,0.09,PRI,281,0.18,6,0.00,MORENA,275,0.18,PAN,415,0.27,134,0.09,PRI,281,0.18,6,0.00,MORENA,275,0.14,415,0.27,281,0.18,55,0.04,53,0.03,78,0.05,22,0.01,54,0.03,275,0.18,23,0.01,43,0,150,0.10,14,0.01,3,0.00,0,0.00,0,0.00,11,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,1,0.00,69,0.04,"1,544",100.00%
223,22,QUERETARO,11,PEDRO ESCOBEDO,5,10,224,"2,169","1,690",0.78,0.22,PAN,622,0.37,269,0.16,MORENA,353,0.21,142,0.08,PRI,211,0.12,PAN,622,0.37,269,0.16,MORENA,353,0.21,142,0.08,PRI,211,0.14,622,0.37,211,0.12,61,0.04,35,0.02,86,0.05,17,0.01,56,0.03,353,0.21,22,0.01,36,0,76,0.04,17,0.01,8,0.00,4,0.00,2,0.00,5,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,4,0.00,75,0.04,"1,682",100.00%
224,22,QUERETARO,11,PEDRO ESCOBEDO,5,10,225,"1,647","1,291",0.78,0.22,PAN,449,0.35,239,0.19,MORENA,210,0.16,9,0.01,PRI,201,0.16,PAN,449,0.35,239,0.19,MORENA,210,0.16,9,0.01,PRI,201,0.12,449,0.35,201,0.16,45,0.03,38,0.03,104,0.08,6,0.00,65,0.05,210,0.16,14,0.01,26,0,50,0.04,11,0.01,4,0.00,0,0.00,1,0.00,3,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,1,0.00,63,0.05,"1,287",100.00%
225,22,QUERETARO,11,PEDRO ESCOBEDO,5,10,226,"2,410","1,623",0.67,0.33,PAN,337,0.21,18,0.01,PRI,319,0.20,106,0.07,QI,213,0.13,PAN,337,0.21,18,0.01,PRI,319,0.20,106,0.07,QI,213,0.16,337,0.21,319,0.20,53,0.03,57,0.04,52,0.03,20,0.01,127,0.08,179,0.11,21,0.01,56,0,213,0.13,81,0.05,2,0.00,3,0.00,0,0.00,11,0.01,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,92,0.06,"1,621",100.00%
