#,CVE_ENTIDAD,ENTIDAD,CU_MUNICIPIO,MUNICIPIO,DF,DL,SECCION,LISTA_NOMINAL,VOTOS_EMITIDOS,PARTICIPACION,ABSTENCION,1ER_LUGAR,1ERO_VOTOS,PCN,DIF_VOTOS_2DO,DIF_PCN_2DO,2DO_LUGAR,2DO_VOTOS,PCN,DIF_VOTOS_3RO,DIF_PCN_3RO,3ER_LUGAR,3RO_VOTOS,PCN,1PP_MV,VOTOS,PCN,DIF_2DO,PCN,2PP_MV,VOTOS,PCN,DIF_3RO,PCN,3PP_MV,VOTOS,PCN,PAN,PCN,PRI,PCN,PRD,PCN,MC,PCN,PVEM,PCN,MORENA,PCN,PT,PCN,QI,PCN,PES,PCN,RSP,PCN,FM,PCN,EAMA,PCN,ASE,PCN,PAN_QI,PCN,PRI_PVEM,PCN,PVEM-PT,PCN,CNR,PCN,NULOS,PCN,TOT_VOTOS,VALIDACION
222,22,QUERETARO,9,LANDA DE MATAMOROS,1,15,181,520,316,0.61,0.39,PAN,168,0.53,98,0.31,PRI,70,0.22,21,0.07,MORENA,49,0.16,PAN,168,0.53,98,0.31,PRI,70,0.22,21,0.07,MORENA,49,0.05,168,0.53,70,0.22,1,0.00,5,0.02,4,0.01,49,0.16,3,0.01,1,0.00,0,0.00,1,0.00,3,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,0.03,316,100.00%
223,22,QUERETARO,10,EL MARQUES,5,12,182,"3,048","1,961",0.64,0.36,PAN,688,0.35,136,0.07,MORENA,552,0.28,318,0.16,PRI,234,0.12,PAN,688,0.35,136,0.07,MORENA,552,0.28,318,0.16,PRI,234,0.74,688,0.35,234,0.12,25,0.01,27,0.01,33,0.02,552,0.28,146,0.07,11,0.01,44,0.02,93,0.05,56,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,50,0.03,"1,961",100.00%
224,22,QUERETARO,10,EL MARQUES,5,12,183,"2,679","1,750",0.65,0.35,PAN,697,0.40,285,0.16,MORENA,412,0.24,243,0.14,PT,169,0.10,PAN,697,0.40,285,0.16,MORENA,412,0.24,243,0.14,PT,169,0.09,697,0.40,128,0.07,23,0.01,10,0.01,29,0.02,412,0.24,169,0.10,13,0.01,70,0.04,79,0.05,64,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,55,0.03,"1,750",100.00%
225,22,QUERETARO,10,EL MARQUES,5,12,184,"3,184","2,021",0.63,0.37,PAN,"1,003",0.50,504,0.25,MORENA,499,0.25,307,0.15,PRI,192,0.10,PAN,"1,003",0.50,504,0.25,MORENA,499,0.25,307,0.15,PRI,192,0.11,"1,003",0.50,192,0.10,12,0.01,16,0.01,36,0.02,499,0.25,80,0.04,11,0.01,21,0.01,37,0.02,50,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,63,0.03,"2,021",100.00%
226,22,QUERETARO,10,EL MARQUES,5,12,185,"2,150","1,415",0.66,0.34,PAN,590,0.42,247,0.17,MORENA,343,0.24,204,0.14,PRI,139,0.10,PAN,590,0.42,247,0.17,MORENA,343,0.24,204,0.14,PRI,139,0.07,590,0.42,139,0.10,9,0.01,19,0.01,18,0.01,343,0.24,114,0.08,14,0.01,29,0.02,39,0.03,52,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,0.00,44,0.03,"1,415",100.00%
227,22,QUERETARO,10,EL MARQUES,5,12,186,883,512,0.58,0.42,PAN,318,0.62,236,0.46,MORENA,82,0.16,10,0.02,PRI,72,0.14,PAN,318,0.62,236,0.46,MORENA,82,0.16,10,0.02,PRI,72,0.05,318,0.62,72,0.14,2,0.00,0,0.00,9,0.02,82,0.16,2,0.00,0,0.00,9,0.02,4,0.01,3,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,0.02,512,100.00%
228,22,QUERETARO,10,EL MARQUES,5,12,187,"1,071",738,0.69,0.31,PAN,422,0.57,288,0.39,PRI,134,0.18,21,0.03,MORENA,113,0.15,PAN,422,0.57,288,0.39,PRI,134,0.18,21,0.03,MORENA,113,0.22,422,0.57,134,0.18,5,0.01,6,0.01,11,0.01,113,0.15,6,0.01,2,0.00,9,0.01,6,0.01,4,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,20,0.03,738,100.00%
229,22,QUERETARO,10,EL MARQUES,5,12,188,"3,423","2,030",0.59,0.41,PAN,"1,185",0.58,791,0.39,MORENA,394,0.19,166,0.08,PRI,228,0.11,PAN,"1,185",0.58,791,0.39,MORENA,394,0.19,166,0.08,PRI,228,0.31,"1,185",0.58,228,0.11,27,0.01,11,0.01,36,0.02,394,0.19,17,0.01,5,0.00,15,0.01,14,0.01,21,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,77,0.04,"2,030",100.00%
230,22,QUERETARO,10,EL MARQUES,5,12,189,"2,925","1,872",0.64,0.36,PAN,834,0.45,384,0.21,PRI,450,0.24,43,0.02,MORENA,407,0.22,PAN,834,0.45,384,0.21,PRI,450,0.24,43,0.02,MORENA,407,0.20,834,0.45,450,0.24,17,0.01,11,0.01,19,0.01,407,0.22,17,0.01,4,0.00,21,0.01,8,0.00,18,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,66,0.04,"1,872",100.00%
231,22,QUERETARO,10,EL MARQUES,5,12,190,"3,205","2,121",0.66,0.34,PAN,958,0.45,492,0.23,PRI,466,0.22,50,0.02,MORENA,416,0.20,PAN,958,0.45,492,0.23,PRI,466,0.22,50,0.02,MORENA,416,0.22,958,0.45,466,0.22,20,0.01,16,0.01,37,0.02,416,0.20,21,0.01,4,0.00,26,0.01,28,0.01,20,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,14,0.01,95,0.04,"2,121",100.00%
232,22,QUERETARO,10,EL MARQUES,5,12,191,"3,557","2,150",0.60,0.40,PAN,"1,135",0.53,572,0.27,MORENA,563,0.26,357,0.17,PRI,206,0.10,PAN,"1,135",0.53,572,0.27,MORENA,563,0.26,357,0.17,PRI,206,0.10,"1,135",0.53,206,0.10,13,0.01,17,0.01,23,0.01,563,0.26,23,0.01,10,0.00,44,0.02,20,0.01,19,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,76,0.04,"2,150",100.00%
233,22,QUERETARO,10,EL MARQUES,5,12,192,"3,153","1,853",0.59,0.41,PAN,"1,042",0.56,736,0.40,MORENA,306,0.17,38,0.02,PRI,268,0.14,PAN,"1,042",0.56,736,0.40,MORENA,306,0.17,38,0.02,PRI,268,0.12,"1,042",0.56,268,0.14,18,0.01,17,0.01,22,0.01,306,0.17,84,0.05,14,0.01,15,0.01,8,0.00,6,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,53,0.03,"1,853",100.00%
234,22,QUERETARO,10,EL MARQUES,5,12,193,"1,763","1,027",0.58,0.42,PAN,455,0.44,192,0.19,MORENA,263,0.26,81,0.08,PRI,182,0.18,PAN,455,0.44,192,0.19,MORENA,263,0.26,81,0.08,PRI,182,0.10,455,0.44,182,0.18,19,0.02,11,0.01,12,0.01,263,0.26,17,0.02,2,0.00,19,0.02,11,0.01,7,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,29,0.03,"1,027",100.00%
235,22,QUERETARO,10,EL MARQUES,5,12,194,"1,627",980,0.60,0.40,PAN,387,0.39,134,0.14,MORENA,253,0.26,45,0.05,PRI,208,0.21,PAN,387,0.39,134,0.14,MORENA,253,0.26,45,0.05,PRI,208,0.20,387,0.39,208,0.21,10,0.01,5,0.01,25,0.03,253,0.26,11,0.01,4,0.00,7,0.01,15,0.02,9,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,46,0.05,980,100.00%
236,22,QUERETARO,10,EL MARQUES,5,12,195,"18,886","9,899",0.52,0.48,PAN,"5,777",0.58,"3,447",0.35,MORENA,"2,330",0.24,"1,421",0.14,PRI,909,0.09,PAN,"5,777",0.58,"3,447",0.35,MORENA,"2,330",0.24,"1,421",0.14,PRI,909,0.93,"5,777",0.58,909,0.09,113,0.01,114,0.01,143,0.01,"2,330",0.24,83,0.01,66,0.01,58,0.01,68,0.01,56,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,8,0.00,174,0.02,"9,899",100.00%
237,22,QUERETARO,10,EL MARQUES,5,12,196,"3,792","2,506",0.66,0.34,PAN,928,0.37,148,0.06,PRI,780,0.31,319,0.13,MORENA,461,0.18,PAN,928,0.37,148,0.06,PRI,780,0.31,319,0.13,MORENA,461,0.05,928,0.37,780,0.31,39,0.02,15,0.01,27,0.01,461,0.18,20,0.01,12,0.00,81,0.03,19,0.01,20,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,104,0.04,"2,506",100.00%
238,22,QUERETARO,10,EL MARQUES,5,12,197,"1,978","1,250",0.63,0.37,PAN,553,0.44,279,0.22,PRI,274,0.22,11,0.01,MORENA,263,0.21,PAN,553,0.44,279,0.22,PRI,274,0.22,11,0.01,MORENA,263,0.10,553,0.44,274,0.22,28,0.02,14,0.01,15,0.01,263,0.21,11,0.01,5,0.00,18,0.01,9,0.01,31,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,29,0.02,"1,250",100.00%
239,22,QUERETARO,10,EL MARQUES,5,12,198,"3,073","1,984",0.65,0.35,PAN,907,0.46,360,0.18,MORENA,547,0.28,258,0.13,PRI,289,0.15,PAN,907,0.46,360,0.18,MORENA,547,0.28,258,0.13,PRI,289,0.23,907,0.46,289,0.15,39,0.02,8,0.00,31,0.02,547,0.28,11,0.01,9,0.00,24,0.01,13,0.01,50,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,56,0.03,"1,984",100.00%
240,22,QUERETARO,10,EL MARQUES,5,12,199,"2,766","1,678",0.61,0.39,PAN,841,0.50,534,0.32,MORENA,307,0.18,54,0.03,PRI,253,0.15,PAN,841,0.50,534,0.32,MORENA,307,0.18,54,0.03,PRI,253,0.13,841,0.50,253,0.15,12,0.01,14,0.01,24,0.01,307,0.18,37,0.02,15,0.01,7,0.00,17,0.01,94,0.06,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,56,0.03,"1,678",100.00%
241,22,QUERETARO,10,EL MARQUES,5,12,200,"3,823","2,037",0.53,0.47,PAN,855,0.42,375,0.18,MORENA,480,0.24,138,0.07,PRI,342,0.17,PAN,855,0.42,375,0.18,MORENA,480,0.24,138,0.07,PRI,342,0.20,855,0.42,342,0.17,26,0.01,19,0.01,45,0.02,480,0.24,45,0.02,19,0.01,17,0.01,16,0.01,102,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,69,0.03,"2,037",100.00%
242,22,QUERETARO,10,EL MARQUES,5,12,202,"12,700","3,906",0.31,0.69,MORENA,"1,547",0.40,357,0.09,PAN,"1,190",0.30,703,0.18,PRI,487,0.12,MORENA,"1,547",0.40,357,0.09,PAN,"1,190",0.30,703,0.18,PRI,487,0.24,"1,190",0.30,487,0.12,52,0.01,57,0.01,158,0.04,"1,547",0.40,87,0.02,29,0.01,41,0.01,73,0.02,74,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,109,0.03,"3,906",100.00%
243,22,QUERETARO,10,EL MARQUES,5,12,203,"9,018","4,152",0.46,0.54,PAN,"1,792",0.43,537,0.13,MORENA,"1,255",0.30,768,0.18,PRI,487,0.12,PAN,"1,792",0.43,537,0.13,MORENA,"1,255",0.30,768,0.18,PRI,487,0.12,"1,792",0.43,487,0.12,61,0.01,62,0.01,99,0.02,"1,255",0.30,88,0.02,35,0.01,45,0.01,59,0.01,82,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,0.00,83,0.02,"4,152",100.00%
244,22,QUERETARO,10,EL MARQUES,5,12,204,"9,077","3,627",0.40,0.60,PAN,"1,367",0.38,298,0.08,MORENA,"1,069",0.29,590,0.16,PRI,479,0.13,PAN,"1,367",0.38,298,0.08,MORENA,"1,069",0.29,590,0.16,PRI,479,0.12,"1,367",0.38,479,0.13,56,0.02,53,0.01,88,0.02,"1,069",0.29,42,0.01,30,0.01,32,0.01,38,0.01,49,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10,0.00,314,0.09,"3,627",100.00%
245,22,QUERETARO,10,EL MARQUES,5,12,205,"13,292","5,405",0.41,0.59,PAN,"2,657",0.49,"1,056",0.20,MORENA,"1,601",0.30,"1,174",0.22,PRI,427,0.08,PAN,"2,657",0.49,"1,056",0.20,MORENA,"1,601",0.30,"1,174",0.22,PRI,427,0.12,"2,657",0.49,427,0.08,60,0.01,86,0.02,161,0.03,"1,601",0.30,79,0.01,31,0.01,40,0.01,37,0.01,86,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,138,0.03,"5,405",100.00%
246,22,QUERETARO,10,EL MARQUES,5,12,206,"1,968","1,472",0.75,0.25,PAN,607,0.41,145,0.10,MORENA,462,0.31,249,0.17,PRI,213,0.14,PAN,607,0.41,145,0.10,MORENA,462,0.31,249,0.17,PRI,213,0.04,607,0.41,213,0.14,15,0.01,15,0.01,43,0.03,462,0.31,22,0.01,19,0.01,17,0.01,14,0.01,12,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,33,0.02,"1,472",100.00%
247,22,QUERETARO,10,EL MARQUES,5,12,207,"2,824","1,546",0.55,0.45,PAN,553,0.36,31,0.02,MORENA,522,0.34,256,0.17,PRI,266,0.17,PAN,553,0.36,31,0.02,MORENA,522,0.34,256,0.17,PRI,266,0.18,553,0.36,266,0.17,14,0.01,12,0.01,37,0.02,522,0.34,25,0.02,30,0.02,22,0.01,13,0.01,18,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,34,0.02,"1,546",100.00%
248,22,QUERETARO,10,EL MARQUES,5,12,208,"2,880","1,725",0.60,0.40,PAN,552,0.32,53,0.03,PRI,499,0.29,33,0.02,MORENA,466,0.27,PAN,552,0.32,53,0.03,PRI,499,0.29,33,0.02,MORENA,466,0.30,552,0.32,499,0.29,12,0.01,11,0.01,37,0.02,466,0.27,24,0.01,10,0.01,27,0.02,16,0.01,24,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,47,0.03,"1,725",100.00%
249,22,QUERETARO,10,EL MARQUES,5,12,209,"1,990","1,231",0.62,0.38,PAN,483,0.39,167,0.14,PRI,316,0.26,0,0.00,PRI,316,0.26,PAN,483,0.39,167,0.14,PRI,316,0.26,0,0.00,PRI,316,0.18,483,0.39,316,0.26,12,0.01,8,0.01,23,0.02,316,0.26,9,0.01,4,0.00,2,0.00,10,0.01,14,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,34,0.03,"1,231",100.00%
250,22,QUERETARO,10,EL MARQUES,5,12,555,"1,353",780,0.58,0.42,PAN,399,0.51,218,0.28,MORENA,181,0.23,88,0.11,PRI,93,0.12,PAN,399,0.51,218,0.28,MORENA,181,0.23,88,0.11,PRI,93,0.08,399,0.51,93,0.12,15,0.02,7,0.01,18,0.02,181,0.23,13,0.02,4,0.01,5,0.01,6,0.01,17,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,22,0.03,780,100.00%
251,22,QUERETARO,10,EL MARQUES,5,12,760,"1,029",586,0.57,0.43,PAN,191,0.33,26,0.04,MORENA,165,0.28,13,0.02,PRI,152,0.26,PAN,191,0.33,26,0.04,MORENA,165,0.28,13,0.02,PRI,152,0.19,191,0.33,152,0.26,9,0.02,4,0.01,13,0.02,165,0.28,5,0.01,1,0.00,10,0.02,2,0.00,13,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,21,0.04,586,100.00%
252,22,QUERETARO,10,EL MARQUES,5,12,761,"7,955","4,877",0.61,0.39,PAN,"3,432",0.70,"2,644",0.54,MORENA,788,0.16,522,0.11,PRI,266,0.05,PAN,"3,432",0.70,"2,644",0.54,MORENA,788,0.16,522,0.11,PRI,266,0.45,"3,432",0.70,266,0.05,59,0.01,86,0.02,60,0.01,788,0.16,30,0.01,18,0.00,24,0.00,17,0.00,29,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,0.00,64,0.01,"4,877",100.00%
253,22,QUERETARO,10,EL MARQUES,5,12,762,"1,857",901,0.49,0.51,PAN,447,0.50,218,0.24,MORENA,229,0.25,102,0.11,PRI,127,0.14,PAN,447,0.50,218,0.24,MORENA,229,0.25,102,0.11,PRI,127,0.03,447,0.50,127,0.14,7,0.01,12,0.01,13,0.01,229,0.25,13,0.01,8,0.01,2,0.00,11,0.01,9,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,21,0.02,901,100.00%
254,22,QUERETARO,10,EL MARQUES,5,12,763,"1,826",912,0.50,0.50,PAN,466,0.51,281,0.31,MORENA,185,0.20,15,0.02,PRI,170,0.19,PAN,466,0.51,281,0.31,MORENA,185,0.20,15,0.02,PRI,170,0.19,466,0.51,170,0.19,8,0.01,10,0.01,10,0.01,185,0.20,6,0.01,2,0.00,5,0.01,9,0.01,5,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,36,0.04,912,100.00%
255,22,QUERETARO,10,EL MARQUES,5,12,906,"2,065","1,351",0.65,0.35,PAN,603,0.45,210,0.16,PRI,393,0.29,187,0.14,MORENA,206,0.15,PAN,603,0.45,210,0.16,PRI,393,0.29,187,0.14,MORENA,206,0.23,603,0.45,393,0.29,6,0.00,44,0.03,17,0.01,206,0.15,13,0.01,4,0.00,6,0.00,8,0.01,19,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,30,0.02,"1,351",100.00%
256,22,QUERETARO,10,EL MARQUES,5,12,907,"1,917","1,156",0.60,0.40,PAN,472,0.41,114,0.10,MORENA,358,0.31,217,0.19,PRI,141,0.12,PAN,472,0.41,114,0.10,MORENA,358,0.31,217,0.19,PRI,141,0.10,472,0.41,141,0.12,26,0.02,24,0.02,29,0.03,358,0.31,47,0.04,5,0.00,10,0.01,8,0.01,16,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,20,0.02,"1,156",100.00%
257,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,210,"2,023","1,055",0.52,0.48,PAN,472,0.45,261,0.25,MORENA,211,0.20,49,0.05,PRI,162,0.15,PAN,472,0.45,261,0.25,MORENA,211,0.20,49,0.05,PRI,162,0.14,472,0.45,162,0.15,15,0.01,30,0.03,9,0.01,211,0.20,9,0.01,15,0.01,15,0.01,25,0.02,38,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,53,0.05,"1,055",100.00%
258,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,211,"1,419",831,0.59,0.41,PAN,325,0.39,108,0.13,PRI,217,0.26,67,0.08,MORENA,150,0.18,PAN,325,0.39,108,0.13,PRI,217,0.26,67,0.08,MORENA,150,0.14,325,0.39,217,0.26,11,0.01,11,0.01,15,0.02,150,0.18,6,0.01,6,0.01,13,0.02,24,0.03,28,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,25,0.03,831,100.00%
259,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,212,"3,570","1,956",0.55,0.45,PAN,832,0.43,396,0.20,MORENA,436,0.22,121,0.06,PRI,315,0.16,PAN,832,0.43,396,0.20,MORENA,436,0.22,121,0.06,PRI,315,0.38,832,0.43,315,0.16,32,0.02,43,0.02,40,0.02,436,0.22,16,0.01,25,0.01,24,0.01,76,0.04,66,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,51,0.03,"1,956",100.00%
260,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,213,"1,827","1,076",0.59,0.41,PAN,437,0.41,178,0.17,PRI,259,0.24,41,0.04,MORENA,218,0.20,PAN,437,0.41,178,0.17,PRI,259,0.24,41,0.04,MORENA,218,0.11,437,0.41,259,0.24,10,0.01,12,0.01,11,0.01,218,0.20,8,0.01,8,0.01,15,0.01,31,0.03,22,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,45,0.04,"1,076",100.00%
261,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,214,"3,089","1,525",0.49,0.51,PAN,570,0.37,138,0.09,MORENA,432,0.28,203,0.13,PRI,229,0.15,PAN,570,0.37,138,0.09,MORENA,432,0.28,203,0.13,PRI,229,0.21,570,0.37,229,0.15,23,0.02,39,0.03,25,0.02,432,0.28,10,0.01,7,0.00,20,0.01,55,0.04,65,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,49,0.03,"1,525",100.00%
262,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,215,"1,981","1,111",0.56,0.44,PAN,583,0.52,380,0.34,PRI,203,0.18,61,0.05,MORENA,142,0.13,PAN,583,0.52,380,0.34,PRI,203,0.18,61,0.05,MORENA,142,0.09,583,0.52,203,0.18,15,0.01,25,0.02,11,0.01,142,0.13,6,0.01,8,0.01,21,0.02,22,0.02,50,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,25,0.02,"1,111",100.00%
263,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,216,"2,626","1,507",0.57,0.43,PAN,454,0.30,8,0.01,MORENA,446,0.30,186,0.12,PRI,260,0.17,PAN,454,0.30,8,0.01,MORENA,446,0.30,186,0.12,PRI,260,0.23,454,0.30,260,0.17,20,0.01,25,0.02,35,0.02,446,0.30,7,0.00,9,0.01,23,0.02,46,0.03,127,0.08,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,53,0.04,"1,507",100.00%
264,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,217,"2,208","1,111",0.50,0.50,PAN,395,0.36,82,0.07,MORENA,313,0.28,156,0.14,PRI,157,0.14,PAN,395,0.36,82,0.07,MORENA,313,0.28,156,0.14,PRI,157,0.10,395,0.36,157,0.14,15,0.01,25,0.02,22,0.02,313,0.28,10,0.01,11,0.01,31,0.03,44,0.04,61,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,27,0.02,"1,111",100.00%
265,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,218,"1,538",814,0.53,0.47,PAN,392,0.48,226,0.28,MORENA,166,0.20,45,0.06,PRI,121,0.15,PAN,392,0.48,226,0.28,MORENA,166,0.20,45,0.06,PRI,121,0.11,392,0.48,121,0.15,16,0.02,14,0.02,18,0.02,166,0.20,9,0.01,5,0.01,12,0.01,19,0.02,18,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,23,0.03,814,100.00%
266,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,219,"1,780","1,241",0.70,0.30,PAN,460,0.37,125,0.10,PRI,335,0.27,115,0.09,MORENA,220,0.18,PAN,460,0.37,125,0.10,PRI,335,0.27,115,0.09,MORENA,220,0.27,460,0.37,335,0.27,10,0.01,23,0.02,11,0.01,220,0.18,18,0.01,5,0.00,13,0.01,22,0.02,101,0.08,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,23,0.02,"1,241",100.00%
267,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,220,"1,919",956,0.50,0.50,MORENA,343,0.36,30,0.03,PAN,313,0.33,217,0.23,PRI,96,0.10,MORENA,343,0.36,30,0.03,PAN,313,0.33,217,0.23,PRI,96,0.08,313,0.33,96,0.10,13,0.01,15,0.02,24,0.03,343,0.36,16,0.02,11,0.01,23,0.02,37,0.04,28,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,37,0.04,956,100.00%
268,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,221,"2,279","1,036",0.45,0.55,PAN,407,0.39,74,0.07,MORENA,333,0.32,237,0.23,PRI,96,0.09,PAN,407,0.39,74,0.07,MORENA,333,0.32,237,0.23,PRI,96,0.10,407,0.39,96,0.09,15,0.01,16,0.02,26,0.03,333,0.32,6,0.01,5,0.00,15,0.01,48,0.05,32,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,0.01,31,0.03,"1,036",100.00%
269,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,222,"3,057","1,603",0.52,0.48,PAN,627,0.39,257,0.16,MORENA,370,0.23,94,0.06,PRI,276,0.17,PAN,627,0.39,257,0.16,MORENA,370,0.23,94,0.06,PRI,276,0.27,627,0.39,276,0.17,22,0.01,30,0.02,76,0.05,370,0.23,10,0.01,9,0.01,39,0.02,30,0.02,73,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,40,0.02,"1,603",100.00%
270,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,223,"2,168","1,245",0.57,0.43,PAN,573,0.46,302,0.24,MORENA,271,0.22,141,0.11,PRI,130,0.10,PAN,573,0.46,302,0.24,MORENA,271,0.22,141,0.11,PRI,130,0.08,573,0.46,130,0.10,26,0.02,17,0.01,26,0.02,271,0.22,8,0.01,13,0.01,35,0.03,59,0.05,44,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,42,0.03,"1,245",100.00%
271,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,224,"2,263","1,546",0.68,0.32,PAN,752,0.49,406,0.26,MORENA,346,0.22,88,0.06,RSP,258,0.17,PAN,752,0.49,406,0.26,MORENA,346,0.22,88,0.06,RSP,258,0.21,752,0.49,68,0.04,18,0.01,14,0.01,15,0.01,346,0.22,6,0.00,3,0.00,6,0.00,258,0.17,27,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,33,0.02,"1,546",100.00%
272,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,225,"1,707","1,089",0.64,0.36,PAN,592,0.54,414,0.38,MORENA,178,0.16,72,0.07,RSP,106,0.10,PAN,592,0.54,414,0.38,MORENA,178,0.16,72,0.07,RSP,106,0.07,592,0.54,76,0.07,16,0.01,12,0.01,9,0.01,178,0.16,8,0.01,6,0.01,9,0.01,106,0.10,42,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,35,0.03,"1,089",100.00%
273,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,226,"2,567","1,190",0.46,0.54,PAN,418,0.35,187,0.16,MORENA,231,0.19,3,0.00,PRI,228,0.19,PAN,418,0.35,187,0.16,MORENA,231,0.19,3,0.00,PRI,228,0.21,418,0.35,228,0.19,38,0.03,32,0.03,32,0.03,231,0.19,8,0.01,16,0.01,51,0.04,32,0.03,59,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,45,0.04,"1,190",100.00%
274,22,QUERETARO,11,PEDRO ESCOBEDO,1,10,227,"2,558","1,163",0.45,0.55,PAN,335,0.29,78,0.07,MORENA,257,0.22,41,0.04,PRI,216,0.19,PAN,335,0.29,78,0.07,MORENA,257,0.22,41,0.04,PRI,216,0.18,335,0.29,216,0.19,36,0.03,30,0.03,20,0.02,257,0.22,10,0.01,9,0.01,35,0.03,33,0.03,141,0.12,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,41,0.04,"1,163",100.00%
