#,CVE_ENTIDAD,ENTIDAD,CU_MUNICIPIO,MUNICIPIO,DF,DL,SECCION,LISTA_NOMINAL,VOTOS_EMITIDOS,PARTICIPACION,ABSTENCION,1ER_LUGAR,1ERO_VOTOS,PCN,DIF_VOTOS_2DO,DIF_PCN_2DO,2DO_LUGAR,2DO_VOTOS,PCN,DIF_VOTOS_3RO,DIF_PCN_3RO,3ER_LUGAR,3RO_VOTOS,PCN,1PP_MV,VOTOS,PCN,DIF_2DO,PCN,2PP_MV,VOTOS,PCN,DIF_3RO,PCN,3PP_MV,VOTOS,PCN,PAN,PCN,PRI,PCN,PRD,PCN,MC,PCN,PVEM,PCN,MORENA,PCN,PT,PCN,QI,PCN,PES,PCN,RSP,PCN,FM,PCN,EAMA,PCN,ASE,PCN,PAN_QI,PCN,PRI_PVEM,PCN,PVEM-PT,PCN,CNR,PCN,NULOS,PCN,TOT_VOTOS,VALIDACION
799,22,QUERETARO,16,SAN JUAN DEL RIO,2,10,620,"3,105","1,188",0.38,0.62,PAN,660,0.56,456,0.38,MORENA,204,0.17,58,0.05,PRI,146,0.12,PAN,660,0.56,456,0.38,MORENA,204,0.17,58,0.05,PRI,146,0.10,660,0.56,146,0.12,7,0.01,23,0.02,20,0.02,204,0.17,4,0.00,2,0.00,29,0.02,31,0.03,20,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,41,0.03,"1,188",100.00%
800,22,QUERETARO,16,SAN JUAN DEL RIO,2,10,621,"1,576",730,0.46,0.54,PAN,528,0.72,421,0.58,PRI,107,0.15,67,0.09,MORENA,40,0.05,PAN,528,0.72,421,0.58,PRI,107,0.15,67,0.09,MORENA,40,0.03,528,0.72,107,0.15,4,0.01,6,0.01,14,0.02,40,0.05,3,0.00,0,0.00,1,0.00,5,0.01,3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,19,0.03,730,100.00%
801,22,QUERETARO,16,SAN JUAN DEL RIO,2,10,622,"2,594","1,082",0.42,0.58,PAN,623,0.58,417,0.39,MORENA,206,0.19,118,0.11,PRI,88,0.08,PAN,623,0.58,417,0.39,MORENA,206,0.19,118,0.11,PRI,88,0.12,623,0.58,88,0.08,8,0.01,25,0.02,21,0.02,206,0.19,11,0.01,4,0.00,22,0.02,13,0.01,22,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,39,0.04,"1,082",100.00%
802,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,624,"6,218","2,655",0.43,0.57,PAN,955,0.36,92,0.03,MORENA,863,0.33,499,0.19,PRI,364,0.14,PAN,955,0.36,92,0.03,MORENA,863,0.33,499,0.19,PRI,364,0.34,955,0.36,364,0.14,31,0.01,64,0.02,86,0.03,863,0.33,32,0.01,35,0.01,56,0.02,24,0.01,49,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,0.00,92,0.03,"2,655",100.00%
803,22,QUERETARO,16,SAN JUAN DEL RIO,2,8,625,"1,738",591,0.34,0.66,PAN,300,0.51,176,0.30,MORENA,124,0.21,42,0.07,PRI,82,0.14,PAN,300,0.51,176,0.30,MORENA,124,0.21,42,0.07,PRI,82,0.03,300,0.51,82,0.14,4,0.01,13,0.02,21,0.04,124,0.21,4,0.01,3,0.01,5,0.01,9,0.02,10,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,16,0.03,591,100.00%
804,22,QUERETARO,16,SAN JUAN DEL RIO,2,8,626,"1,793",850,0.47,0.53,PAN,393,0.46,205,0.24,MORENA,188,0.22,69,0.08,PRI,119,0.14,PAN,393,0.46,205,0.24,MORENA,188,0.22,69,0.08,PRI,119,0.20,393,0.46,119,0.14,9,0.01,14,0.02,36,0.04,188,0.22,3,0.00,3,0.00,10,0.01,25,0.03,27,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,23,0.03,850,100.00%
805,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,627,"11,504","3,463",0.30,0.70,MORENA,"1,352",0.39,44,0.01,PAN,"1,308",0.38,"1,016",0.29,PRI,292,0.08,MORENA,"1,352",0.39,44,0.01,PAN,"1,308",0.38,"1,016",0.29,PRI,292,0.34,"1,308",0.38,292,0.08,23,0.01,50,0.01,123,0.04,"1,352",0.39,35,0.01,40,0.01,42,0.01,31,0.01,67,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,98,0.03,"3,463",100.00%
806,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,628,725,260,0.36,0.64,PAN,184,0.71,154,0.59,MORENA,30,0.12,1,0.00,PRI,29,0.11,PAN,184,0.71,154,0.59,MORENA,30,0.12,1,0.00,PRI,29,0.01,184,0.71,29,0.11,0,0.00,1,0.00,5,0.02,30,0.12,2,0.01,0,0.00,1,0.00,0,0.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,7,0.03,260,100.00%
807,22,QUERETARO,16,SAN JUAN DEL RIO,2,10,629,"1,981",705,0.36,0.64,PRI,278,0.39,98,0.14,PAN,180,0.26,97,0.14,MORENA,83,0.12,PRI,278,0.39,98,0.14,PAN,180,0.26,97,0.14,MORENA,83,0.32,180,0.26,278,0.39,13,0.02,17,0.02,14,0.02,83,0.12,10,0.01,7,0.01,45,0.06,7,0.01,14,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,37,0.05,705,100.00%
808,22,QUERETARO,16,SAN JUAN DEL RIO,2,8,630,"1,801",831,0.46,0.54,PAN,417,0.50,248,0.30,MORENA,169,0.20,58,0.07,PRI,111,0.13,PAN,417,0.50,248,0.30,MORENA,169,0.20,58,0.07,PRI,111,0.16,417,0.50,111,0.13,12,0.01,6,0.01,35,0.04,169,0.20,8,0.01,5,0.01,12,0.01,4,0.00,10,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,42,0.05,831,100.00%
809,22,QUERETARO,16,SAN JUAN DEL RIO,2,8,631,"1,379",671,0.49,0.51,PAN,365,0.54,259,0.39,PRI,106,0.16,1,0.00,MORENA,105,0.16,PAN,365,0.54,259,0.39,PRI,106,0.16,1,0.00,MORENA,105,0.13,365,0.54,106,0.16,8,0.01,12,0.02,24,0.04,105,0.16,8,0.01,2,0.00,2,0.00,13,0.02,5,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,21,0.03,671,100.00%
810,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,632,"4,604","1,880",0.41,0.59,PAN,673,0.36,90,0.05,MORENA,583,0.31,325,0.17,PRI,258,0.14,PAN,673,0.36,90,0.05,MORENA,583,0.31,325,0.17,PRI,258,0.38,673,0.36,258,0.14,19,0.01,33,0.02,122,0.06,583,0.31,46,0.02,16,0.01,33,0.02,16,0.01,24,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,56,0.03,"1,880",100.00%
811,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,633,"1,797",735,0.41,0.59,PVEM,243,0.33,78,0.11,PAN,165,0.22,13,0.02,MORENA,152,0.21,PVEM,243,0.33,78,0.11,PAN,165,0.22,13,0.02,MORENA,152,0.08,165,0.22,105,0.14,2,0.00,11,0.01,243,0.33,152,0.21,4,0.01,3,0.00,10,0.01,7,0.01,12,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,21,0.03,735,100.00%
812,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,634,"2,208",970,0.44,0.56,PVEM,310,0.32,87,0.09,PAN,223,0.23,26,0.03,MORENA,197,0.20,PVEM,310,0.32,87,0.09,PAN,223,0.23,26,0.03,MORENA,197,0.27,223,0.23,150,0.15,9,0.01,10,0.01,310,0.32,197,0.20,7,0.01,6,0.01,10,0.01,2,0.00,10,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,36,0.04,970,100.00%
813,22,QUERETARO,16,SAN JUAN DEL RIO,2,8,635,"2,224","1,197",0.54,0.46,PAN,572,0.48,237,0.20,PRI,335,0.28,228,0.19,MORENA,107,0.09,PAN,572,0.48,237,0.20,PRI,335,0.28,228,0.19,MORENA,107,0.11,572,0.48,335,0.28,30,0.03,22,0.02,41,0.03,107,0.09,6,0.01,10,0.01,8,0.01,9,0.01,15,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,42,0.04,"1,197",100.00%
814,22,QUERETARO,16,SAN JUAN DEL RIO,2,8,636,"1,422",711,0.50,0.50,PAN,318,0.45,173,0.24,PRI,145,0.20,38,0.05,MORENA,107,0.15,PAN,318,0.45,173,0.24,PRI,145,0.20,38,0.05,MORENA,107,0.09,318,0.45,145,0.20,7,0.01,11,0.02,23,0.03,107,0.15,3,0.00,3,0.00,35,0.05,14,0.02,12,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,33,0.05,711,100.00%
815,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,637,"2,073",952,0.46,0.54,PAN,438,0.46,236,0.25,MORENA,202,0.21,65,0.07,PRI,137,0.14,PAN,438,0.46,236,0.25,MORENA,202,0.21,65,0.07,PRI,137,0.19,438,0.46,137,0.14,3,0.00,16,0.02,80,0.08,202,0.21,6,0.01,2,0.00,26,0.03,5,0.01,8,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,29,0.03,952,100.00%
816,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,638,"1,837",836,0.46,0.54,PAN,264,0.32,77,0.09,MORENA,187,0.22,25,0.03,PRI,162,0.19,PAN,264,0.32,77,0.09,MORENA,187,0.22,25,0.03,PRI,162,0.17,264,0.32,162,0.19,3,0.00,7,0.01,148,0.18,187,0.22,7,0.01,10,0.01,14,0.02,10,0.01,15,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,9,0.01,836,100.00%
817,22,QUERETARO,16,SAN JUAN DEL RIO,2,8,639,"2,709","1,322",0.49,0.51,PAN,661,0.50,373,0.28,PRI,288,0.22,64,0.05,MORENA,224,0.17,PAN,661,0.50,373,0.28,PRI,288,0.22,64,0.05,MORENA,224,0.27,661,0.50,288,0.22,9,0.01,17,0.01,42,0.03,224,0.17,7,0.01,4,0.00,8,0.01,7,0.01,11,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,43,0.03,"1,322",100.00%
818,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,640,"2,829","1,294",0.46,0.54,PAN,719,0.56,404,0.31,MORENA,315,0.24,179,0.14,PRI,136,0.11,PAN,719,0.56,404,0.31,MORENA,315,0.24,179,0.14,PRI,136,0.10,719,0.56,136,0.11,8,0.01,13,0.01,30,0.02,315,0.24,8,0.01,3,0.00,16,0.01,6,0.00,3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,37,0.03,"1,294",100.00%
819,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,641,"2,351","1,128",0.48,0.52,PAN,457,0.41,171,0.15,PRI,286,0.25,73,0.06,MORENA,213,0.19,PAN,457,0.41,171,0.15,PRI,286,0.25,73,0.06,MORENA,213,0.16,457,0.41,286,0.25,5,0.00,8,0.01,67,0.06,213,0.19,6,0.01,7,0.01,8,0.01,16,0.01,19,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,35,0.03,"1,128",100.00%
820,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,642,"2,861","1,182",0.41,0.59,PAN,586,0.50,302,0.26,MORENA,284,0.24,110,0.09,PRI,174,0.15,PAN,586,0.50,302,0.26,MORENA,284,0.24,110,0.09,PRI,174,0.15,586,0.50,174,0.15,2,0.00,12,0.01,53,0.04,284,0.24,4,0.00,6,0.01,12,0.01,7,0.01,16,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,26,0.02,"1,182",100.00%
821,22,QUERETARO,16,SAN JUAN DEL RIO,2,8,643,"1,212",634,0.52,0.48,PRI,255,0.40,60,0.09,PAN,195,0.31,80,0.13,MORENA,115,0.18,PRI,255,0.40,60,0.09,PAN,195,0.31,80,0.13,MORENA,115,0.10,195,0.31,255,0.40,6,0.01,6,0.01,16,0.03,115,0.18,2,0.00,2,0.00,2,0.00,7,0.01,3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,25,0.04,634,100.00%
822,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,797,801,445,0.56,0.44,PAN,171,0.38,33,0.07,MORENA,138,0.31,86,0.19,PRI,52,0.12,PAN,171,0.38,33,0.07,MORENA,138,0.31,86,0.19,PRI,52,0.08,171,0.38,52,0.12,3,0.01,13,0.03,12,0.03,138,0.31,15,0.03,5,0.01,3,0.01,5,0.01,11,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,17,0.04,445,100.00%
823,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,798,"1,181",604,0.51,0.49,PAN,223,0.37,10,0.02,MORENA,213,0.35,143,0.24,PRI,70,0.12,PAN,223,0.37,10,0.02,MORENA,213,0.35,143,0.24,PRI,70,0.16,223,0.37,70,0.12,10,0.02,18,0.03,14,0.02,213,0.35,6,0.01,14,0.02,3,0.00,6,0.01,11,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,14,0.02,604,100.00%
824,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,799,"1,335",613,0.46,0.54,PAN,224,0.37,54,0.09,MORENA,170,0.28,67,0.11,PRI,103,0.17,PAN,224,0.37,54,0.09,MORENA,170,0.28,67,0.11,PRI,103,0.17,224,0.37,103,0.17,9,0.01,10,0.02,23,0.04,170,0.28,5,0.01,12,0.02,19,0.03,8,0.01,13,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,17,0.03,613,100.00%
825,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,800,599,319,0.53,0.47,PAN,163,0.51,70,0.22,MORENA,93,0.29,75,0.24,PRI,18,0.06,PAN,163,0.51,70,0.22,MORENA,93,0.29,75,0.24,PRI,18,0.03,163,0.51,18,0.06,2,0.01,1,0.00,11,0.03,93,0.29,7,0.02,4,0.01,5,0.02,1,0.00,3,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,10,0.03,319,100.00%
826,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,801,"1,077",496,0.46,0.54,PAN,182,0.37,0,0.00,PAN,182,0.37,133,0.27,PRI,49,0.10,PAN,182,0.37,0,0.00,PAN,182,0.37,133,0.27,PRI,49,0.15,182,0.37,49,0.10,8,0.02,10,0.02,14,0.03,182,0.37,6,0.01,11,0.02,6,0.01,5,0.01,7,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,15,0.03,496,100.00%
827,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,802,"1,519",701,0.46,0.54,PAN,242,0.35,5,0.01,MORENA,237,0.34,134,0.19,PRI,103,0.15,PAN,242,0.35,5,0.01,MORENA,237,0.34,134,0.19,PRI,103,0.21,242,0.35,103,0.15,9,0.01,13,0.02,18,0.03,237,0.34,6,0.01,14,0.02,10,0.01,8,0.01,19,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,21,0.03,701,100.00%
828,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,803,824,395,0.48,0.52,MORENA,143,0.36,15,0.04,PAN,128,0.32,75,0.19,PRI,53,0.13,MORENA,143,0.36,15,0.04,PAN,128,0.32,75,0.19,PRI,53,0.08,128,0.32,53,0.13,3,0.01,10,0.03,8,0.02,143,0.36,7,0.02,7,0.02,5,0.01,7,0.02,6,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,17,0.04,395,100.00%
829,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,804,"1,674",842,0.50,0.50,PAN,348,0.41,56,0.07,MORENA,292,0.35,202,0.24,PRI,90,0.11,PAN,348,0.41,56,0.07,MORENA,292,0.35,202,0.24,PRI,90,0.23,348,0.41,90,0.11,10,0.01,18,0.02,17,0.02,292,0.35,12,0.01,8,0.01,6,0.01,4,0.00,15,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,21,0.02,842,100.00%
830,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,805,931,431,0.46,0.54,MORENA,163,0.38,25,0.06,PAN,138,0.32,79,0.18,PRI,59,0.14,MORENA,163,0.38,25,0.06,PAN,138,0.32,79,0.18,PRI,59,0.07,138,0.32,59,0.14,5,0.01,9,0.02,15,0.03,163,0.38,4,0.01,11,0.03,2,0.00,3,0.01,12,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,8,0.02,431,100.00%
831,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,806,812,487,0.60,0.40,PAN,184,0.38,17,0.03,MORENA,167,0.34,111,0.23,PRI,56,0.11,PAN,184,0.38,17,0.03,MORENA,167,0.34,111,0.23,PRI,56,0.13,184,0.38,56,0.11,9,0.02,8,0.02,15,0.03,167,0.34,4,0.01,2,0.00,6,0.01,5,0.01,15,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,15,0.03,487,100.00%
832,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,807,"1,059",519,0.49,0.51,PAN,209,0.40,30,0.06,MORENA,179,0.34,119,0.23,PRI,60,0.12,PAN,209,0.40,30,0.06,MORENA,179,0.34,119,0.23,PRI,60,0.12,209,0.40,60,0.12,5,0.01,7,0.01,15,0.03,179,0.34,6,0.01,3,0.01,13,0.03,2,0.00,10,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,9,0.02,519,100.00%
833,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,808,"1,398",713,0.51,0.49,PAN,298,0.42,59,0.08,MORENA,239,0.34,149,0.21,PRI,90,0.13,PAN,298,0.42,59,0.08,MORENA,239,0.34,149,0.21,PRI,90,0.17,298,0.42,90,0.13,7,0.01,14,0.02,17,0.02,239,0.34,4,0.01,10,0.01,9,0.01,4,0.01,11,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10,0.01,713,100.00%
834,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,809,"1,379",619,0.45,0.55,PAN,244,0.39,47,0.08,MORENA,197,0.32,130,0.21,PRI,67,0.11,PAN,244,0.39,47,0.08,MORENA,197,0.32,130,0.21,PRI,67,0.09,244,0.39,67,0.11,9,0.01,13,0.02,21,0.03,197,0.32,17,0.03,8,0.01,7,0.01,5,0.01,9,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,20,0.03,619,100.00%
835,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,810,"1,324",670,0.51,0.49,PAN,299,0.45,72,0.11,MORENA,227,0.34,159,0.24,PRI,68,0.10,PAN,299,0.45,72,0.11,MORENA,227,0.34,159,0.24,PRI,68,0.11,299,0.45,68,0.10,5,0.01,10,0.01,17,0.03,227,0.34,8,0.01,8,0.01,2,0.00,5,0.01,12,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,9,0.01,670,100.00%
836,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,811,754,452,0.60,0.40,PAN,178,0.39,25,0.06,MORENA,153,0.34,111,0.25,PRI,42,0.09,PAN,178,0.39,25,0.06,MORENA,153,0.34,111,0.25,PRI,42,0.06,178,0.39,42,0.09,7,0.02,19,0.04,11,0.02,153,0.34,4,0.01,6,0.01,2,0.00,4,0.01,8,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,18,0.04,452,100.00%
837,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,812,612,348,0.57,0.43,PAN,149,0.43,42,0.12,MORENA,107,0.31,63,0.18,PRI,44,0.13,PAN,149,0.43,42,0.12,MORENA,107,0.31,63,0.18,PRI,44,0.10,149,0.43,44,0.13,5,0.01,11,0.03,7,0.02,107,0.31,3,0.01,2,0.01,0,0.00,1,0.00,6,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.01,11,0.03,348,100.00%
838,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,813,787,452,0.57,0.43,PAN,190,0.42,64,0.14,MORENA,126,0.28,55,0.12,PRI,71,0.16,PAN,190,0.42,64,0.14,MORENA,126,0.28,55,0.12,PRI,71,0.20,190,0.42,71,0.16,7,0.02,7,0.02,14,0.03,126,0.28,5,0.01,6,0.01,8,0.02,1,0.00,10,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,7,0.02,452,100.00%
839,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,814,"1,125",537,0.48,0.52,PAN,206,0.38,30,0.06,MORENA,176,0.33,123,0.23,PRI,53,0.10,PAN,206,0.38,30,0.06,MORENA,176,0.33,123,0.23,PRI,53,0.12,206,0.38,53,0.10,12,0.02,17,0.03,12,0.02,176,0.33,7,0.01,11,0.02,11,0.02,5,0.01,12,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,15,0.03,537,100.00%
840,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,815,770,386,0.50,0.50,PAN,137,0.35,8,0.02,MORENA,129,0.33,89,0.23,PRI,40,0.10,PAN,137,0.35,8,0.02,MORENA,129,0.33,89,0.23,PRI,40,0.07,137,0.35,40,0.10,5,0.01,9,0.02,21,0.05,129,0.33,8,0.02,3,0.01,6,0.02,2,0.01,16,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10,0.03,386,100.00%
841,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,816,910,535,0.59,0.41,PAN,255,0.48,83,0.16,MORENA,172,0.32,131,0.24,PRI,41,0.08,PAN,255,0.48,83,0.16,MORENA,172,0.32,131,0.24,PRI,41,0.11,255,0.48,41,0.08,3,0.01,12,0.02,13,0.02,172,0.32,4,0.01,5,0.01,1,0.00,5,0.01,13,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,0.02,535,100.00%
842,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,817,815,439,0.54,0.46,PAN,154,0.35,0,0.00,PAN,154,0.35,94,0.21,PRI,60,0.14,PAN,154,0.35,0,0.00,PAN,154,0.35,94,0.21,PRI,60,0.11,154,0.35,60,0.14,4,0.01,13,0.03,8,0.02,154,0.35,7,0.02,5,0.01,5,0.01,3,0.01,11,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,14,0.03,439,100.00%
843,22,QUERETARO,16,SAN JUAN DEL RIO,2,9,818,"1,004",550,0.55,0.45,PAN,200,0.36,21,0.04,MORENA,179,0.33,118,0.21,PRI,61,0.11,PAN,200,0.36,21,0.04,MORENA,179,0.33,118,0.21,PRI,61,0.14,200,0.36,61,0.11,7,0.01,20,0.04,14,0.03,179,0.33,9,0.02,7,0.01,12,0.02,6,0.01,9,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,25,0.05,550,100.00%
844,22,QUERETARO,16,SAN JUAN DEL RIO,2,10,898,"2,244","1,093",0.49,0.51,PAN,339,0.31,36,0.03,MORENA,303,0.28,65,0.06,PRI,238,0.22,PAN,339,0.31,36,0.03,MORENA,303,0.28,65,0.06,PRI,238,0.43,339,0.31,238,0.22,19,0.02,29,0.03,23,0.02,303,0.28,17,0.02,13,0.01,40,0.04,23,0.02,11,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,38,0.03,"1,093",100.00%
845,22,QUERETARO,16,SAN JUAN DEL RIO,2,10,899,"1,181",539,0.46,0.54,MORENA,187,0.35,23,0.04,PAN,164,0.30,99,0.18,PES,65,0.12,MORENA,187,0.35,23,0.04,PAN,164,0.30,99,0.18,PES,65,0.06,164,0.30,55,0.10,10,0.02,9,0.02,17,0.03,187,0.35,6,0.01,3,0.01,65,0.12,7,0.01,3,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,13,0.02,539,100.00%
846,22,QUERETARO,16,SAN JUAN DEL RIO,2,8,900,"2,297","1,119",0.49,0.51,PAN,442,0.39,93,0.08,MORENA,349,0.31,207,0.18,PRI,142,0.13,PAN,442,0.39,93,0.08,MORENA,349,0.31,207,0.18,PRI,142,0.26,442,0.39,142,0.13,15,0.01,30,0.03,30,0.03,349,0.31,11,0.01,9,0.01,18,0.02,26,0.02,11,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,34,0.03,"1,119",100.00%
847,22,QUERETARO,16,SAN JUAN DEL RIO,2,8,901,"1,104",563,0.51,0.49,PAN,228,0.40,83,0.15,MORENA,145,0.26,66,0.12,PRI,79,0.14,PAN,228,0.40,83,0.15,MORENA,145,0.26,66,0.12,PRI,79,0.07,228,0.40,79,0.14,3,0.01,12,0.02,18,0.03,145,0.26,7,0.01,5,0.01,28,0.05,5,0.01,9,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,24,0.04,563,100.00%
848,22,QUERETARO,17,TEQUISQUIAPAN,2,11,644,699,531,0.76,0.24,PAN,385,0.73,332,0.63,PRI,53,0.10,19,0.04,MORENA,34,0.06,PAN,385,0.73,332,0.63,PRI,53,0.10,19,0.04,MORENA,34,0.06,385,0.73,53,0.10,5,0.01,6,0.01,11,0.02,34,0.06,0,0.00,4,0.01,6,0.01,7,0.01,9,0.02,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,0,0.00,10,0.02,531,100.00%
849,22,QUERETARO,17,TEQUISQUIAPAN,2,11,645,"1,776","1,092",0.61,0.39,PAN,341,0.31,96,0.09,MORENA,245,0.22,71,0.07,PRI,174,0.16,PAN,341,0.31,96,0.09,MORENA,245,0.22,71,0.07,PRI,174,0.33,341,0.31,174,0.16,18,0.02,27,0.02,22,0.02,245,0.22,0,0.00,30,0.03,59,0.05,116,0.11,16,0.01,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,1,0.00,42,0.04,"1,092",100.00%
850,22,QUERETARO,17,TEQUISQUIAPAN,2,11,646,"2,078","1,351",0.65,0.35,MORENA,359,0.27,59,0.04,PAN,300,0.22,91,0.07,PRI,209,0.15,MORENA,359,0.27,59,0.04,PAN,300,0.22,91,0.07,PRI,209,0.19,300,0.22,209,0.15,48,0.04,55,0.04,50,0.04,359,0.27,0,0.00,42,0.03,114,0.08,90,0.07,28,0.02,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,3,0.00,52,0.04,"1,351",100.00%
851,22,QUERETARO,17,TEQUISQUIAPAN,2,11,647,"2,431","1,526",0.63,0.37,MORENA,445,0.29,100,0.07,PAN,345,0.23,50,0.03,PRI,295,0.19,MORENA,445,0.29,100,0.07,PAN,345,0.23,50,0.03,PRI,295,0.22,345,0.23,295,0.19,48,0.03,71,0.05,19,0.01,445,0.29,0,0.00,43,0.03,57,0.04,130,0.09,16,0.01,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,2,0.00,54,0.04,"1,526",100.00%
852,22,QUERETARO,17,TEQUISQUIAPAN,2,11,648,"2,902","1,739",0.60,0.40,MORENA,395,0.23,61,0.04,PRI,334,0.19,25,0.01,PAN,309,0.18,MORENA,395,0.23,61,0.04,PRI,334,0.19,25,0.01,PAN,309,0.20,309,0.18,334,0.19,20,0.01,38,0.02,23,0.01,395,0.23,0,0.00,35,0.02,185,0.11,309,0.18,21,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,70,0.04,"1,739",100.00%
